Experiment,Individual,Treatment,DOL,RepDay,Date,Lifestage,Tray,Replicate,Weight_mg,DOL2
R2,8,Large,20,16,14/02/2022,larva,8,87,NA,20DOL
R2,9,Large,20,16,14/02/2022,larva,8,87,NA,20DOL
R2,10,Large,20,16,14/02/2022,larva,8,87,NA,20DOL
R2,11,Large,20,16,14/02/2022,larva,8,87,NA,20DOL
R2,12,Large,20,16,14/02/2022,larva,8,87,NA,20DOL
R2,13,Large,20,16,14/02/2022,larva,8,87,NA,20DOL
R2,14,Large,20,16,14/02/2022,larva,8,87,NA,20DOL
R2,15,Large,20,16,14/02/2022,larva,8,87,NA,20DOL
R2,16,Large,20,16,14/02/2022,larva,8,87,NA,20DOL
R2,17,Large,20,16,14/02/2022,larva,8,87,NA,20DOL
R2,18,Large,20,16,14/02/2022,larva,8,87,NA,20DOL
R2,19,Large,20,16,14/02/2022,larva,8,87,NA,20DOL
R2,20,Large,20,16,14/02/2022,larva,8,87,NA,20DOL
R2,21,Large,20,16,14/02/2022,larva,8,87,NA,20DOL
R2,22,Large,20,16,14/02/2022,larva,8,87,NA,20DOL
R2,23,Large,20,16,14/02/2022,larva,8,87,NA,20DOL
R2,24,Large,20,16,14/02/2022,larva,8,87,NA,20DOL
R2,25,Large,20,16,14/02/2022,larva,8,87,NA,20DOL
R3,59,Large,20,16,10/07/2022,larva,13,80,NA,20DOL
R3,60,Large,20,16,10/07/2022,larva,13,80,NA,20DOL
R3,61,Large,20,16,10/07/2022,larva,13,80,NA,20DOL
R3,62,Large,20,16,10/07/2022,larva,13,80,NA,20DOL
R3,63,Large,20,16,10/07/2022,larva,13,80,NA,20DOL
R3,64,Large,20,16,10/07/2022,larva,13,80,NA,20DOL
R3,65,Large,20,16,10/07/2022,larva,13,80,NA,20DOL
R3,66,Large,20,16,10/07/2022,larva,13,80,NA,20DOL
R3,67,Large,20,16,10/07/2022,larva,13,80,NA,20DOL
R3,68,Large,20,16,10/07/2022,larva,13,80,NA,20DOL
R3,69,Large,20,16,10/07/2022,larva,13,80,NA,20DOL
R3,70,Large,20,16,10/07/2022,larva,13,80,NA,20DOL
R3,71,Large,20,16,10/07/2022,larva,13,80,NA,20DOL
R3,72,Large,20,16,10/07/2022,larva,13,80,NA,20DOL
R3,73,Large,20,16,10/07/2022,larva,13,80,NA,20DOL
R3,74,Large,20,16,10/07/2022,larva,13,80,NA,20DOL
R3,75,Large,20,16,10/07/2022,larva,13,80,NA,20DOL
R3,76,Large,20,16,10/07/2022,larva,13,80,NA,20DOL
R3,77,Large,20,16,10/07/2022,larva,13,80,NA,20DOL
R3,78,Large,20,16,10/07/2022,larva,13,80,NA,20DOL
R3,79,Large,20,16,10/07/2022,larva,13,80,NA,20DOL
R3,80,Large,20,16,10/07/2022,larva,13,80,NA,20DOL
R3,81,Large,20,16,10/07/2022,larva,13,80,NA,20DOL
R3,82,Large,20,16,10/07/2022,larva,13,80,NA,20DOL
R3,83,Large,20,16,10/07/2022,larva,13,80,NA,20DOL
R3,84,Large,20,16,10/07/2022,larva,13,80,NA,20DOL
R3,85,Large,20,16,10/07/2022,larva,13,80,NA,20DOL
R3,86,Large,20,16,10/07/2022,larva,13,80,NA,20DOL
R3,87,Large,20,16,10/07/2022,larva,13,80,NA,20DOL
R3,88,Large,20,16,10/07/2022,larva,13,80,NA,20DOL
R3,89,Large,20,16,10/07/2022,larva,13,80,NA,20DOL
R3,90,Large,20,16,10/07/2022,larva,13,80,NA,20DOL
R3,91,Large,20,16,10/07/2022,larva,13,80,NA,20DOL
R3,92,Large,20,16,10/07/2022,larva,13,80,NA,20DOL
R3,93,Large,20,16,10/07/2022,larva,13,80,NA,20DOL
R3,94,Large,20,16,10/07/2022,larva,13,80,NA,20DOL
R3,95,Large,20,16,10/07/2022,larva,13,80,NA,20DOL
R3,96,Large,20,16,10/07/2022,larva,13,80,NA,20DOL
R3,97,Large,20,16,10/07/2022,larva,13,80,NA,20DOL
R3,98,Large,20,16,10/07/2022,larva,13,80,NA,20DOL
R3,99,Large,20,16,10/07/2022,larva,13,80,NA,20DOL
R3,100,Large,20,16,10/07/2022,larva,13,80,NA,20DOL
R3,6,Control,20,16,06/07/2022,larva,12,79,NA,20DOL
R3,7,Control,20,16,06/07/2022,larva,12,79,NA,20DOL
R3,8,Control,20,16,06/07/2022,larva,12,79,NA,20DOL
R3,9,Control,20,16,06/07/2022,larva,12,79,NA,20DOL
R3,10,Control,20,16,06/07/2022,larva,12,79,NA,20DOL
R3,11,Control,20,16,06/07/2022,larva,12,79,NA,20DOL
R3,12,Control,20,16,06/07/2022,larva,12,79,NA,20DOL
R3,13,Control,20,16,06/07/2022,larva,12,79,NA,20DOL
R3,14,Control,20,16,06/07/2022,larva,12,79,NA,20DOL
R3,15,Control,20,16,06/07/2022,larva,12,79,NA,20DOL
R3,16,Control,20,16,06/07/2022,larva,12,79,NA,20DOL
R3,17,Control,20,16,06/07/2022,larva,12,79,NA,20DOL
R3,18,Control,20,16,06/07/2022,larva,12,79,NA,20DOL
R3,19,Control,20,16,06/07/2022,larva,12,79,NA,20DOL
R3,20,Control,20,16,06/07/2022,larva,12,79,NA,20DOL
R3,21,Control,20,16,06/07/2022,larva,12,79,NA,20DOL
R3,22,Control,20,16,06/07/2022,larva,12,79,NA,20DOL
R3,23,Control,20,16,06/07/2022,larva,12,79,NA,20DOL
R3,24,Control,20,16,06/07/2022,larva,12,79,NA,20DOL
R3,25,Control,20,16,06/07/2022,larva,12,79,NA,20DOL
R2,25,Control,19,15,13/02/2022,larva,7,76,NA,19DOL
R2,20,Control,19,15,13/02/2022,larva,7,78,NA,19DOL
R2,21,Control,19,15,13/02/2022,larva,7,78,NA,19DOL
R2,22,Control,19,15,13/02/2022,larva,7,78,NA,19DOL
R2,23,Control,19,15,13/02/2022,larva,7,78,NA,19DOL
R2,24,Control,19,15,13/02/2022,larva,7,78,NA,19DOL
R2,25,Control,19,15,13/02/2022,larva,7,78,NA,19DOL
R3,82,Large,19,15,09/07/2022,larva,13,75,NA,19DOL
R3,83,Large,19,15,09/07/2022,larva,13,75,NA,19DOL
R3,84,Large,19,15,09/07/2022,larva,13,75,NA,19DOL
R3,85,Large,19,15,09/07/2022,larva,13,75,NA,19DOL
R3,86,Large,19,15,09/07/2022,larva,13,75,NA,19DOL
R3,87,Large,19,15,09/07/2022,larva,13,75,NA,19DOL
R3,88,Large,19,15,09/07/2022,larva,13,75,NA,19DOL
R3,89,Large,19,15,09/07/2022,larva,13,75,NA,19DOL
R3,90,Large,19,15,09/07/2022,larva,13,75,NA,19DOL
R3,91,Large,19,15,09/07/2022,larva,13,75,NA,19DOL
R3,92,Large,19,15,09/07/2022,larva,13,75,NA,19DOL
R3,93,Large,19,15,09/07/2022,larva,13,75,NA,19DOL
R3,94,Large,19,15,09/07/2022,larva,13,75,NA,19DOL
R3,95,Large,19,15,09/07/2022,larva,13,75,NA,19DOL
R3,96,Large,19,15,09/07/2022,larva,13,75,NA,19DOL
R3,97,Large,19,15,09/07/2022,larva,13,75,NA,19DOL
R3,98,Large,19,15,09/07/2022,larva,13,75,NA,19DOL
R3,99,Large,19,15,09/07/2022,larva,13,75,NA,19DOL
R3,100,Large,19,15,09/07/2022,larva,13,75,NA,19DOL
R3,74,Large,18,14,08/07/2022,larva,13,70,NA,18DOL
R3,75,Large,18,14,08/07/2022,larva,13,70,NA,18DOL
R3,76,Large,18,14,08/07/2022,larva,13,70,NA,18DOL
R3,77,Large,18,14,08/07/2022,larva,13,70,NA,18DOL
R3,78,Large,18,14,08/07/2022,larva,13,70,NA,18DOL
R3,79,Large,18,14,08/07/2022,larva,13,70,NA,18DOL
R3,80,Large,18,14,08/07/2022,larva,13,70,NA,18DOL
R3,81,Large,18,14,08/07/2022,larva,13,70,NA,18DOL
R3,82,Large,18,14,08/07/2022,larva,13,70,NA,18DOL
R3,83,Large,18,14,08/07/2022,larva,13,70,NA,18DOL
R3,84,Large,18,14,08/07/2022,larva,13,70,NA,18DOL
R3,85,Large,18,14,08/07/2022,larva,13,70,NA,18DOL
R3,86,Large,18,14,08/07/2022,larva,13,70,NA,18DOL
R3,87,Large,18,14,08/07/2022,larva,13,70,NA,18DOL
R3,88,Large,18,14,08/07/2022,larva,13,70,NA,18DOL
R3,89,Large,18,14,08/07/2022,larva,13,70,NA,18DOL
R3,90,Large,18,14,08/07/2022,larva,13,70,NA,18DOL
R3,91,Large,18,14,08/07/2022,larva,13,70,NA,18DOL
R3,92,Large,18,14,08/07/2022,larva,13,70,NA,18DOL
R3,93,Large,18,14,08/07/2022,larva,13,70,NA,18DOL
R3,94,Large,18,14,08/07/2022,larva,13,70,NA,18DOL
R3,95,Large,18,14,08/07/2022,larva,13,70,NA,18DOL
R3,96,Large,18,14,08/07/2022,larva,13,70,NA,18DOL
R3,97,Large,18,14,08/07/2022,larva,13,70,NA,18DOL
R3,98,Large,18,14,08/07/2022,larva,13,70,NA,18DOL
R3,99,Large,18,14,08/07/2022,larva,13,70,NA,18DOL
R3,100,Large,18,14,08/07/2022,larva,13,70,NA,18DOL
R1,12,Large,20,16,07/11/2021,larva,4,93,402.5,20DOL
R1,17,Large,20,16,07/11/2021,larva,4,93,381.6,20DOL
R1,2,Large,19,15,06/11/2021,larva,6,89,381.1,19DOL
R1,3,Large,19,15,06/11/2021,larva,5,88,373.2,19DOL
R1,18,Large,20,16,07/11/2021,larva,4,93,370.9,20DOL
R1,23,Large,19,15,06/11/2021,larva,4,87,365.2,19DOL
R1,1,Large,19,15,06/11/2021,larva,4,87,362,19DOL
R1,2,Large,18,14,05/11/2021,larva,4,81,361.9,18DOL
R1,2,Large,20,16,07/11/2021,larva,5,94,359.6,20DOL
R1,25,Large,20,16,07/11/2021,larva,5,94,358.4,20DOL
R1,13,Large,20,16,07/11/2021,larva,4,93,356.8,20DOL
R1,3,Large,19,15,06/11/2021,larva,4,87,355.9,19DOL
R1,5,Large,18,14,05/11/2021,larva,6,83,351.8,18DOL
R1,4,Large,20,16,07/11/2021,larva,6,95,348.9,20DOL
R1,15,Large,20,16,07/11/2021,larva,4,93,348.5,20DOL
R1,5,Large,15,11,02/11/2021,larva,6,65,346,15DOL
R1,12,Large,20,16,07/11/2021,larva,5,94,342,20DOL
R1,6,Large,18,14,05/11/2021,larva,5,82,339.7,18DOL
R1,15,Control,20,16,07/11/2021,larva,2,91,338.7,20DOL
R1,13,Large,15,11,02/11/2021,larva,6,65,337.1,15DOL
R1,14,Large,19,15,06/11/2021,larva,6,89,336.9,19DOL
R3,8,Control,20,16,06/07/2022,larva,11,78,335.5,20DOL
R1,16,Control,20,16,07/11/2021,larva,2,91,332.2,20DOL
R1,9,Large,15,11,02/11/2021,larva,6,65,331.8,15DOL
R1,16,Large,19,15,06/11/2021,larva,4,87,331.2,19DOL
R1,1,Large,20,16,07/11/2021,larva,5,94,331,20DOL
R1,20,Large,19,15,06/11/2021,larva,4,87,330,19DOL
R1,11,Control,19,15,06/11/2021,larva,2,85,329.7,19DOL
R1,16,Large,15,11,02/11/2021,larva,6,65,328.3,15DOL
R1,3,Large,15,11,02/11/2021,larva,6,65,327.1,15DOL
R1,19,Large,15,11,02/11/2021,larva,6,65,327.1,15DOL
R1,11,Large,15,11,02/11/2021,larva,6,65,326.9,15DOL
R1,20,Large,19,15,06/11/2021,larva,6,89,323.7,19DOL
R1,10,Large,16,12,03/11/2021,larva,6,71,323.2,16DOL
R1,12,Control,20,16,07/11/2021,larva,2,91,321.4,20DOL
R1,14,Control,19,15,06/11/2021,larva,2,85,319.7,19DOL
R1,1,Control,19,15,06/11/2021,larva,2,85,319.2,19DOL
R1,21,Large,19,15,06/11/2021,larva,5,88,318.2,19DOL
R1,2,Control,19,15,06/11/2021,larva,2,85,317.5,19DOL
R3,38,Large,18,14,08/07/2022,larva,13,70,317.5,18DOL
R1,2,Large,18,14,05/11/2021,larva,5,82,317.4,18DOL
R3,73,Large,19,15,09/07/2022,larva,13,75,315.8,19DOL
R1,2,Large,19,15,06/11/2021,larva,4,87,315.4,19DOL
R1,1,Control,20,16,07/11/2021,larva,1,90,314.7,20DOL
R3,7,Control,20,16,06/07/2022,larva,10,77,314,20DOL
R1,7,Large,15,11,02/11/2021,larva,6,65,312.5,15DOL
R1,18,Large,16,12,03/11/2021,larva,4,69,312.3,16DOL
R1,21,Large,19,15,06/11/2021,larva,4,87,312.2,19DOL
R1,15,Large,19,15,06/11/2021,larva,6,89,311.6,19DOL
R1,24,Large,19,15,06/11/2021,larva,5,88,310.1,19DOL
R1,10,Large,15,11,02/11/2021,larva,4,64,309.6,15DOL
R1,6,Large,20,16,07/11/2021,larva,6,95,309.1,20DOL
R1,7,Large,18,14,05/11/2021,larva,6,83,307.4,18DOL
R3,36,Large,19,15,09/07/2022,larva,13,75,306.2,19DOL
R3,57,Large,18,14,08/07/2022,larva,13,70,306,18DOL
R1,9,Large,16,12,03/11/2021,larva,6,71,303.7,16DOL
R1,9,Control,20,16,07/11/2021,larva,2,91,303.6,20DOL
R3,43,Large,20,16,10/07/2022,larva,13,80,303.6,20DOL
R1,19,Large,16,12,03/11/2021,larva,6,71,303.5,16DOL
R1,1,Large,15,11,02/11/2021,larva,4,64,301.4,15DOL
R3,40,Large,19,15,09/07/2022,larva,13,75,301.3,19DOL
R3,12,Control,19,15,05/07/2022,larva,11,73,301.2,19DOL
R3,38,Large,19,15,09/07/2022,larva,13,75,301.1,19DOL
R1,1,Large,20,16,07/11/2021,larva,4,93,301,20DOL
R1,5,Large,18,14,05/11/2021,larva,5,82,300.7,18DOL
R1,10,Large,18,14,05/11/2021,larva,6,83,300.4,18DOL
R3,5,Control,20,16,06/07/2022,larva,11,78,300.2,20DOL
R1,9,Large,20,16,07/11/2021,larva,4,93,299.3,20DOL
R3,55,Large,20,16,10/07/2022,larva,13,80,297.8,20DOL
R1,3,Large,18,14,05/11/2021,larva,6,83,297.8,18DOL
R1,4,Large,16,12,03/11/2021,larva,6,71,296.4,16DOL
R1,25,Large,19,15,06/11/2021,larva,4,87,295.6,19DOL
R1,22,Control,19,15,06/11/2021,larva,2,85,295.5,19DOL
R1,18,Large,18,14,05/11/2021,larva,6,83,295.1,18DOL
R1,16,Large,19,15,06/11/2021,larva,5,88,294,19DOL
R1,8,Large,18,14,05/11/2021,larva,6,83,293.8,18DOL
R1,19,Large,19,15,06/11/2021,larva,4,87,293.4,19DOL
R1,1,Large,20,16,07/11/2021,larva,6,95,293.1,20DOL
R1,3,Control,18,14,05/11/2021,larva,2,79,293.1,18DOL
R1,15,Large,15,11,02/11/2021,larva,4,64,292,15DOL
R3,1,Control,19,15,05/07/2022,larva,10,72,291.5,19DOL
R1,25,Large,15,11,02/11/2021,larva,4,64,291.4,15DOL
R1,9,Large,16,12,03/11/2021,larva,4,69,291.3,16DOL
R1,10,Large,15,11,02/11/2021,larva,6,65,290.5,15DOL
R1,24,Large,15,11,02/11/2021,larva,6,65,290.4,15DOL
R1,7,Large,16,12,03/11/2021,larva,4,69,289.4,16DOL
R1,3,Large,15,11,02/11/2021,larva,4,64,289.3,15DOL
R2,13,Control,20,16,14/02/2022,larva,7,83,289.14,20DOL
R1,24,Large,20,16,07/11/2021,larva,5,94,288.6,20DOL
R1,7,Large,18,14,05/11/2021,larva,4,81,288.6,18DOL
R1,2,Large,16,12,03/11/2021,larva,6,71,288.1,16DOL
R1,23,Large,18,14,05/11/2021,larva,6,83,287.7,18DOL
R1,16,Large,20,16,07/11/2021,larva,4,93,287.6,20DOL
R1,17,Large,16,12,03/11/2021,larva,4,69,286.5,16DOL
R1,3,Large,18,14,05/11/2021,larva,5,82,286.2,18DOL
R1,10,Large,18,14,05/11/2021,larva,5,82,286,18DOL
R3,37,Large,15,11,05/06/2022,larva,13,55,284.7,15DOL
R3,58,Large,19,15,09/07/2022,larva,13,75,284.2,19DOL
R1,20,Large,16,12,03/11/2021,larva,6,71,283.7,16DOL
R1,22,Control,19,15,06/11/2021,larva,3,86,283.6,19DOL
R1,13,Large,15,11,02/11/2021,larva,5,64,283.3,15DOL
R1,4,Large,19,15,06/11/2021,larva,6,89,283,19DOL
R1,15,Large,15,11,02/11/2021,larva,5,64,282.6,15DOL
R1,6,Large,18,14,05/11/2021,larva,4,81,282,18DOL
R3,16,Control,19,15,05/07/2022,larva,10,72,281.9,19DOL
R1,21,Large,15,11,02/11/2021,larva,6,65,281.5,15DOL
R3,47,Large,15,11,05/06/2022,larva,13,55,281.4,15DOL
R1,6,Large,19,15,06/11/2021,larva,4,87,280.6,19DOL
R1,13,Large,19,15,06/11/2021,larva,5,88,280.6,19DOL
R1,2,Large,12,8,30/10/2021,larva,4,46,280.6,12DOL
R3,1,Large,19,15,09/07/2022,larva,13,75,280,19DOL
R1,1,Large,19,15,06/11/2021,larva,5,88,279.5,19DOL
R1,12,Control,20,16,07/11/2021,larva,1,90,279.3,20DOL
R1,14,Control,15,11,02/11/2021,larva,2,62,279.3,15DOL
R3,2,Control,15,11,01/06/2022,larva,11,53,278.5,15DOL
R3,27,Large,16,12,06/07/2022,larva,13,60,278.4,16DOL
R1,9,Large,15,11,02/11/2021,larva,5,64,278.4,15DOL
R1,22,Large,18,14,05/11/2021,larva,4,81,278.1,18DOL
R3,18,Large,20,16,10/07/2022,larva,13,80,278,20DOL
R3,11,Control,19,15,05/07/2022,larva,11,73,277.9,19DOL
R3,20,Control,18,14,04/07/2022,larva,10,67,277.8,18DOL
R1,15,Control,19,15,06/11/2021,larva,2,85,277.1,19DOL
R1,20,Large,15,11,02/11/2021,larva,4,64,276.7,15DOL
R1,25,Control,18,14,05/11/2021,larva,2,79,276.2,18DOL
R1,10,Large,19,15,06/11/2021,larva,4,87,276.1,19DOL
R3,34,Large,12,8,02/07/2022,larva,13,40,276,12DOL
R1,18,Large,16,12,03/11/2021,larva,6,71,275.9,16DOL
R3,24,Large,18,14,08/07/2022,larva,13,70,275.8,18DOL
R1,19,Large,15,11,02/11/2021,larva,5,64,275.8,15DOL
R1,2,Large,16,12,03/11/2021,larva,4,69,275.7,16DOL
R3,34,Large,20,16,10/07/2022,larva,13,80,275.3,20DOL
R1,21,Large,16,12,03/11/2021,larva,6,71,275.3,16DOL
R1,9,Control,19,15,06/11/2021,larva,1,84,275.2,19DOL
R3,15,Control,19,15,05/07/2022,larva,10,72,274.9,19DOL
R1,19,Large,15,11,02/11/2021,larva,4,64,274.7,15DOL
R1,6,Large,12,8,30/10/2021,larva,6,48,273.5,12DOL
R1,7,Large,16,12,03/11/2021,larva,6,71,273.3,16DOL
R1,8,Large,19,15,06/11/2021,larva,5,88,272.9,19DOL
R3,5,Control,19,15,05/07/2022,larva,10,72,272.7,19DOL
R1,17,Large,15,11,02/11/2021,larva,4,64,272.5,15DOL
R1,9,Large,18,14,05/11/2021,larva,6,83,272.1,18DOL
R3,88,Large,15,11,05/06/2022,larva,13,55,272.1,15DOL
R1,5,Large,15,11,02/11/2021,larva,5,64,272,15DOL
R1,4,Large,19,15,06/11/2021,larva,4,87,271.9,19DOL
R1,14,Large,15,11,02/11/2021,larva,5,64,271.9,15DOL
R1,17,Large,19,15,06/11/2021,larva,6,89,271.5,19DOL
R1,4,Control,19,15,06/11/2021,larva,3,86,271.4,19DOL
R1,20,Large,12,8,30/10/2021,larva,5,47,271.2,12DOL
R1,1,Large,18,14,05/11/2021,larva,6,83,270.9,18DOL
R3,14,Large,18,14,08/07/2022,larva,13,70,270.9,18DOL
R3,28,Large,18,14,08/07/2022,larva,13,70,270.8,18DOL
R3,25,Control,20,16,06/07/2022,larva,10,77,270.7,20DOL
R3,47,Large,20,16,10/07/2022,larva,13,80,270.7,20DOL
R1,25,Control,19,15,06/11/2021,larva,2,85,270.6,19DOL
R1,12,Large,17,13,04/11/2021,larva,6,77,270.4,17DOL
R1,7,Control,19,15,06/11/2021,larva,1,84,270.3,19DOL
R2,24,Control,19,15,13/02/2022,larva,7,77,270.24,19DOL
R1,5,Large,19,15,06/11/2021,larva,4,87,270.1,19DOL
R1,15,Large,18,14,05/11/2021,larva,5,82,270,18DOL
R1,13,Large,16,12,03/11/2021,larva,4,69,270,16DOL
R3,19,Control,20,16,06/07/2022,larva,9,76,269.9,20DOL
R1,15,Large,19,15,06/11/2021,larva,5,88,269.8,19DOL
R1,4,Large,19,15,06/11/2021,larva,5,88,269.3,19DOL
R3,9,Control,19,15,05/07/2022,larva,11,73,269.3,19DOL
R1,20,Large,15,11,02/11/2021,larva,5,64,269.3,15DOL
R1,6,Large,15,11,02/11/2021,larva,5,64,269,15DOL
R2,14,Control,19,15,13/02/2022,larva,7,76,268.64,19DOL
R1,5,Control,20,16,07/11/2021,larva,2,91,267.9,20DOL
R1,10,Control,19,15,06/11/2021,larva,1,84,267.9,19DOL
R3,30,Large,16,12,06/07/2022,larva,13,60,267.8,16DOL
R1,7,Large,20,16,07/11/2021,larva,4,93,267.6,20DOL
R1,24,Control,20,16,07/11/2021,larva,1,90,267.3,20DOL
R3,23,Control,19,15,05/07/2022,larva,9,71,267.3,19DOL
R3,6,Control,18,14,04/07/2022,larva,12,69,267.2,18DOL
R1,20,Large,15,11,02/11/2021,larva,6,65,267.2,15DOL
R1,7,Large,19,15,06/11/2021,larva,4,87,267,19DOL
R3,8,Control,18,14,04/07/2022,larva,10,67,267,18DOL
R1,6,Large,15,11,02/11/2021,larva,4,64,267,15DOL
R3,80,Large,16,12,06/07/2022,larva,13,60,266.9,16DOL
R1,13,Large,16,12,03/11/2021,larva,5,70,266.5,16DOL
R3,37,Large,19,15,09/07/2022,larva,13,75,266.4,19DOL
R1,11,Large,15,11,02/11/2021,larva,5,64,266.4,15DOL
R1,17,Large,12,8,30/10/2021,larva,6,48,266.3,12DOL
R1,22,Large,15,11,02/11/2021,larva,5,64,266.2,15DOL
R1,25,Large,16,12,03/11/2021,larva,6,71,266,16DOL
R1,7,Large,20,16,07/11/2021,larva,5,94,265.7,20DOL
R1,6,Large,20,16,07/11/2021,larva,5,94,265.5,20DOL
R1,21,Large,20,16,07/11/2021,larva,5,94,265.5,20DOL
R1,23,Large,19,15,06/11/2021,larva,5,88,265.1,19DOL
R1,8,Large,16,12,03/11/2021,larva,6,71,265,16DOL
R3,29,Large,20,16,10/07/2022,larva,13,80,264.9,20DOL
R1,23,Control,19,15,06/11/2021,larva,3,86,264.9,19DOL
R3,30,Large,15,11,05/06/2022,larva,13,55,264.9,15DOL
R3,19,Control,15,11,01/06/2022,larva,9,51,264.8,15DOL
R3,22,Large,19,15,09/07/2022,larva,13,75,264.5,19DOL
R3,1,Control,20,16,06/07/2022,larva,9,76,264.3,20DOL
R3,3,Control,19,15,05/07/2022,larva,9,71,263.8,19DOL
R3,79,Large,16,12,06/07/2022,larva,13,60,263.4,16DOL
R3,12,Large,12,8,02/07/2022,larva,13,40,263.4,12DOL
R3,42,Large,19,15,09/07/2022,larva,13,75,263.3,19DOL
R3,48,Large,12,8,02/07/2022,larva,13,40,263.3,12DOL
R1,6,Control,15,11,02/11/2021,larva,2,62,263.1,15DOL
R1,17,Large,16,12,03/11/2021,larva,6,71,263,16DOL
R1,8,Large,15,11,02/11/2021,larva,5,64,262.8,15DOL
R1,2,Large,19,15,06/11/2021,larva,5,88,262.7,19DOL
R2,8,Large,19,15,13/02/2022,larva,8,79,262.63,19DOL
R1,2,Control,15,11,02/11/2021,larva,1,61,262.3,15DOL
R1,3,Large,15,11,02/11/2021,larva,5,64,262.1,15DOL
R1,5,Large,12,8,30/10/2021,larva,4,46,262.1,12DOL
R1,17,Large,12,8,30/10/2021,larva,5,47,261.7,12DOL
R1,16,Large,19,15,06/11/2021,larva,6,89,261.5,19DOL
R1,11,Large,20,16,07/11/2021,larva,5,94,261.4,20DOL
R3,14,Control,15,11,01/06/2022,larva,10,52,261.4,15DOL
R1,17,Control,20,16,07/11/2021,larva,3,92,261.3,20DOL
R1,3,Large,20,16,07/11/2021,larva,5,94,261.2,20DOL
R2,15,Control,20,16,14/02/2022,larva,7,82,260.67,20DOL
R1,7,Large,19,15,06/11/2021,larva,5,88,260.4,19DOL
R3,17,Large,18,14,08/07/2022,larva,13,70,260.4,18DOL
R1,11,Large,17,13,04/11/2021,larva,6,77,260.4,17DOL
R3,8,Control,20,16,06/07/2022,larva,10,77,260.1,20DOL
R1,13,Control,19,15,06/11/2021,larva,2,85,260.1,19DOL
R3,70,Large,15,11,05/06/2022,larva,13,55,260,15DOL
R1,8,Large,20,16,07/11/2021,larva,5,94,259.9,20DOL
R1,14,Large,15,11,02/11/2021,larva,6,65,259.9,15DOL
R1,12,Control,20,16,07/11/2021,larva,3,92,259.6,20DOL
R3,18,Control,18,14,04/07/2022,larva,12,69,259.6,18DOL
R1,10,Large,20,16,07/11/2021,larva,5,94,259.5,20DOL
R3,18,Large,12,8,02/07/2022,larva,13,40,259.5,12DOL
R1,19,Large,16,12,03/11/2021,larva,4,69,259.4,16DOL
R3,10,Control,20,16,06/07/2022,larva,10,77,259.2,20DOL
R3,16,Control,19,15,05/07/2022,larva,11,73,259.1,19DOL
R1,1,Large,15,11,02/11/2021,larva,5,64,259.1,15DOL
R1,12,Control,19,15,06/11/2021,larva,2,85,259,19DOL
R1,13,Large,15,11,02/11/2021,larva,4,64,258.8,15DOL
R1,14,Large,16,12,03/11/2021,larva,5,70,258.6,16DOL
R3,2,Control,18,14,04/07/2022,larva,10,67,258.5,18DOL
R3,44,Large,19,15,09/07/2022,larva,13,75,258.3,19DOL
R3,60,Large,19,15,09/07/2022,larva,13,75,258.3,19DOL
R1,6,Large,15,11,02/11/2021,larva,6,65,258.3,15DOL
R1,13,Control,20,16,07/11/2021,larva,1,90,258,20DOL
R1,15,Large,15,11,02/11/2021,larva,6,65,257.8,15DOL
R1,23,Control,15,11,02/11/2021,larva,1,61,257.7,15DOL
R3,2,Control,15,11,01/06/2022,larva,10,52,257.6,15DOL
R3,17,Control,19,15,05/07/2022,larva,11,73,257.5,19DOL
R1,14,Control,18,14,05/11/2021,larva,2,79,257.5,18DOL
R1,2,Large,15,11,02/11/2021,larva,6,65,257.4,15DOL
R1,8,Control,18,14,05/11/2021,larva,3,80,256.7,18DOL
R3,9,Control,18,14,04/07/2022,larva,11,68,256.6,18DOL
R1,18,Control,15,11,02/11/2021,larva,2,62,256.6,15DOL
R3,10,Control,19,15,05/07/2022,larva,9,71,256.4,19DOL
R3,21,Control,19,15,05/07/2022,larva,10,72,256.4,19DOL
R1,16,Control,19,15,06/11/2021,larva,2,85,256.3,19DOL
R1,4,Large,18,14,05/11/2021,larva,5,82,256.3,18DOL
R3,45,Large,12,8,02/07/2022,larva,13,40,256.3,12DOL
R1,3,Control,20,16,07/11/2021,larva,2,91,256.2,20DOL
R3,21,Control,20,16,06/07/2022,larva,9,76,256.2,20DOL
R1,1,Large,19,15,06/11/2021,larva,6,89,256.1,19DOL
R1,12,Large,12,8,30/10/2021,larva,6,48,256.1,12DOL
R3,15,Large,20,16,10/07/2022,larva,13,80,255.9,20DOL
R3,21,Control,20,16,06/07/2022,larva,10,77,255.6,20DOL
R1,25,Large,13,9,31/10/2021,larva,5,53,255.5,13DOL
R1,17,Large,19,15,06/11/2021,larva,4,87,255.3,19DOL
R1,14,Large,15,11,02/11/2021,larva,4,64,255.2,15DOL
R1,12,Large,15,11,02/11/2021,larva,4,64,255.1,15DOL
R3,14,Control,19,15,05/07/2022,larva,12,74,254.9,19DOL
R1,6,Control,18,14,05/11/2021,larva,2,79,254.8,18DOL
R3,9,Large,16,12,06/07/2022,larva,13,60,254.7,16DOL
R1,3,Large,19,15,06/11/2021,larva,6,89,254.6,19DOL
R1,17,Large,18,14,05/11/2021,larva,6,83,254.6,18DOL
R1,10,Large,16,12,03/11/2021,larva,4,69,254.6,16DOL
